"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"47349.843273";"Altitude (GPS)";"199.222849778621";"feet";"42.5093815234668";"-71.4192600128783";
"47350.975273";"Average speed (GPS)";"0.0553693124014216";"mph";"42.5093806755692";"-71.4192587511062";
"47350.975273";"Speed (GPS)";"0.055648067637818";"mph";"42.5093806755692";"-71.4192587511062";
"47350.976273";"Altitude (GPS)";"201.256961112986";"feet";"42.5093806755692";"-71.4192587511062";
"47351.990273";"Altitude (GPS)";"201.261264755352";"feet";"42.5093807562861";"-71.4192587034175";
"47351.990273";"Average speed (GPS)";"0.0395532124687631";"mph";"42.5093807562861";"-71.4192587034175";
"47351.990273";"Speed (GPS)";"0";"mph";"42.5093807562861";"-71.4192587034175";
"47353.045273";"Altitude (GPS)";"201.230193327742";"feet";"42.5093809882978";"-71.4192537408016";
"47353.980273";"Altitude (GPS)";"200.74696523096";"feet";"42.5093799582776";"-71.4192532686686";
"47353.980273";"Average speed (GPS)";"0.0993509712856483";"mph";"42.5093799582776";"-71.4192532686686";
"47353.980273";"Speed (GPS)";"0.206130805568583";"mph";"42.5093799582776";"-71.4192532686686";
"47355.020273";"Altitude (GPS)";"200.613466249713";"feet";"42.5093802458392";"-71.4192533655042";
"47355.020273";"Average speed (GPS)";"0.088339185741317";"mph";"42.5093802458392";"-71.4192533655042";
"47355.020273";"Speed (GPS)";"0.0296315933080542";"mph";"42.5093802458392";"-71.4192533655042";
"47355.963273";"Altitude (GPS)";"200.728921326049";"feet";"42.509378220243";"-71.4192548227411";
"47355.963273";"Average speed (GPS)";"0.0935380059199441";"mph";"42.509378220243";"-71.4192548227411";
"47355.963273";"Speed (GPS)";"0.129843762801551";"mph";"42.509378220243";"-71.4192548227411";
"47356.248273";"Fuel economizer (based on fuel system status and throttle position)";"1";"";"42.509378220243";"-71.4192548227411";
"47356.248273";"Throttle position";"0";"%";"42.509378220243";"-71.4192548227411";
"47356.520273";"Calculated instant fuel rate";"0.263211962713145";"gal./h";"42.509378220243";"-71.4192548227411";
"47356.520273";"Instant engine power (based on fuel consumption)";"3.8979796820504";"hp";"42.509378220243";"-71.4192548227411";
"47356.520273";"MAF air flow rate";"2.97";"g/sec";"42.509378220243";"-71.4192548227411";
"47356.520273";"Power from MAF";"3.564";"hp";"42.509378220243";"-71.4192548227411";
"47356.789273";"Vehicle speed";"0";"mph";"42.509378220243";"-71.4192548227411";
"47357.053273";"Engine RPM";"829";"rpm";"42.509378220243";"-71.4192548227411";
"47357.053273";"Engine RPM x1000";"0.8";"rpm";"42.509378220243";"-71.4192548227411";
"47357.055273";"Altitude (GPS)";"200.799208166617";"feet";"42.5093782659409";"-71.4192546007337";
"47357.055273";"Average speed (GPS)";"0.081689135245623";"mph";"42.5093782659409";"-71.4192546007337";
"47357.055273";"Speed (GPS)";"0";"mph";"42.5093782659409";"-71.4192546007337";
"47357.599273";"Fuel economizer (based on fuel system status and throttle position)";"1";"";"42.5093782659409";"-71.4192546007337";
"47357.599273";"Throttle position";"0";"%";"42.5093782659409";"-71.4192546007337";
"47357.873273";"Calculated boost";"-0.727585725095519";"bar";"42.5093782659409";"-71.4192546007337";
"47357.873273";"Calculated instant fuel rate";"0.249918429242784";"gal./h";"42.5093782659409";"-71.4192546007337";
"47357.873273";"Fuel used";"9.37341796247805E-05";"gallon";"42.5093782659409";"-71.4192546007337";
"47357.873273";"Fuel used (total)";"0.00242000742300819";"gallon";"42.5093782659409";"-71.4192546007337";
"47357.873273";"Fuel used price";"0.000358373888959423";"$";"42.5093782659409";"-71.4192546007337";
"47357.873273";"Fuel used price (total)";"0.01";"$";"42.5093782659409";"-71.4192546007337";
"47357.873273";"Instant engine power (based on fuel consumption)";"3.70111202134079";"hp";"42.5093782659409";"-71.4192546007337";
"47357.873273";"MAF air flow rate";"2.82";"g/sec";"42.5093782659409";"-71.4192546007337";
"47357.873273";"Power from MAF";"3.384";"hp";"42.5093782659409";"-71.4192546007337";
"47358.156273";"Intake air temperature";"87.8";"℉";"0";"0";
"47358.166273";"Intake air temperature";"87.8";"℉";"42.5093782659409";"-71.4192546007337";
"47358.409273";"Distance travelled";"0";"miles";"42.5093782659409";"-71.4192546007337";
"47358.409273";"Distance travelled (total)";"0";"miles";"42.5093782659409";"-71.4192546007337";
"47358.409273";"Vehicle speed";"0";"mph";"42.5093782659409";"-71.4192546007337";
"47358.645273";"Engine RPM";"842";"rpm";"42.5093782659409";"-71.4192546007337";
"47358.645273";"Engine RPM x1000";"0.8";"rpm";"42.5093782659409";"-71.4192546007337";
"47359.006273";"Fuel economizer (based on fuel system status and throttle position)";"1";"";"42.5093782659409";"-71.4192546007337";
"47359.006273";"Throttle position";"0";"%";"42.5093782659409";"-71.4192546007337";
"47359.187273";"Calculated boost";"-0.69450594374129";"bar";"42.5093782659409";"-71.4192546007337";
"47359.187273";"Calculated instant fuel rate";"0.254349607066238";"gal./h";"42.5093782659409";"-71.4192546007337";
"47359.187273";"Fuel used";"0.000186616526653104";"gallon";"42.5093782659409";"-71.4192546007337";
"47359.187273";"Fuel used (total)";"0.00251288977003652";"gallon";"42.5093782659409";"-71.4192546007337";
"47359.187273";"Fuel used price";"0.000713490966352813";"$";"42.5093782659409";"-71.4192546007337";
"47359.187273";"Fuel used price (total)";"0.01";"$";"42.5093782659409";"-71.4192546007337";
"47359.187273";"Instant engine power (based on fuel consumption)";"3.76673457491066";"hp";"42.5093782659409";"-71.4192546007337";
"47359.187273";"MAF air flow rate";"2.87";"g/sec";"42.5093782659409";"-71.4192546007337";
"47359.187273";"Power from MAF";"3.444";"hp";"42.5093782659409";"-71.4192546007337";
"47359.367273";"Average speed";"0";"mph";"42.5093782659409";"-71.4192546007337";
"47359.367273";"Distance travelled";"0";"miles";"42.5093782659409";"-71.4192546007337";
"47359.367273";"Distance travelled (total)";"0";"miles";"42.5093782659409";"-71.4192546007337";
"47359.367273";"Vehicle speed";"0";"mph";"42.5093782659409";"-71.4192546007337";
"47359.548273";"Engine RPM";"832";"rpm";"42.5093782659409";"-71.4192546007337";
"47359.548273";"Engine RPM x1000";"0.8";"rpm";"42.5093782659409";"-71.4192546007337";
"47359.908273";"Fuel economizer (based on fuel system status and throttle position)";"1";"";"42.5093782659409";"-71.4192546007337";
"47359.908273";"Throttle position";"0";"%";"42.5093782659409";"-71.4192546007337";
"47360.091273";"Calculated boost";"-0.685055109856642";"bar";"42.5093782659409";"-71.4192546007337";
"47360.091273";"Calculated instant fuel rate";"0.258780784889691";"gal./h";"42.5093782659409";"-71.4192546007337";
"47360.091273";"Fuel used";"0.000251604686060016";"gallon";"42.5093782659409";"-71.4192546007337";
"47360.091273";"Fuel used (total)";"0.00257787792944343";"gallon";"42.5093782659409";"-71.4192546007337";
"47360.091273";"Fuel used price";"0.000961960196213258";"$";"42.5093782659409";"-71.4192546007337";
"47360.091273";"Fuel used price (total)";"0.01";"$";"42.5093782659409";"-71.4192546007337";
"47360.091273";"Instant engine power (based on fuel consumption)";"3.83235712848053";"hp";"42.5093782659409";"-71.4192546007337";
"47360.091273";"MAF air flow rate";"2.92";"g/sec";"42.5093782659409";"-71.4192546007337";
"47360.091273";"Power from MAF";"3.504";"hp";"42.5093782659409";"-71.4192546007337";
"47360.272273";"Average speed";"0";"mph";"42.5093782659409";"-71.4192546007337";
"47360.272273";"Distance travelled";"0";"miles";"42.5093782659409";"-71.4192546007337";
"47360.272273";"Distance travelled (total)";"0";"miles";"42.5093782659409";"-71.4192546007337";
"47360.272273";"Vehicle speed";"0";"mph";"42.5093782659409";"-71.4192546007337";
"47360.453273";"Engine RPM";"826";"rpm";"42.5093782659409";"-71.4192546007337";
"47360.453273";"Engine RPM x1000";"0.8";"rpm";"42.5093782659409";"-71.4192546007337";
"47360.809273";"Fuel economizer (based on fuel system status and throttle position)";"1";"";"42.5093782659409";"-71.4192546007337";
"47360.809273";"Throttle position";"0";"%";"42.5093782659409";"-71.4192546007337";
"47360.991273";"Calculated boost";"-0.677010530473713";"bar";"42.5093782659409";"-71.4192546007337";
"47360.991273";"Calculated instant fuel rate";"0.263211962713145";"gal./h";"42.5093782659409";"-71.4192546007337";
"47360.991273";"Fuel used";"0.00031740226813028";"gallon";"42.5093782659409";"-71.4192546007337";
"47360.991273";"Fuel used (total)";"0.00264367551151369";"gallon";"42.5093782659409";"-71.4192546007337";
"47360.991273";"Fuel used price";"0.0012135240917425";"$";"42.5093782659409";"-71.4192546007337";
"47360.991273";"Fuel used price (total)";"0.01";"$";"42.5093782659409";"-71.4192546007337";
"47360.991273";"Instant engine power (based on fuel consumption)";"3.8979796820504";"hp";"42.5093782659409";"-71.4192546007337";
"47360.991273";"MAF air flow rate";"2.97";"g/sec";"42.5093782659409";"-71.4192546007337";
"47360.991273";"Power from MAF";"3.564";"hp";"42.5093782659409";"-71.4192546007337";
"47361.166273";"Average speed";"0";"mph";"42.5093782659409";"-71.4192546007337";
"47361.166273";"Distance travelled";"0";"miles";"42.5093782659409";"-71.4192546007337";
"47361.166273";"Distance travelled (total)";"0";"miles";"42.5093782659409";"-71.4192546007337";
"47361.166273";"Vehicle acceleration";"0";"g";"42.5093782659409";"-71.4192546007337";
"47361.166273";"Vehicle speed";"0";"mph";"42.5093782659409";"-71.4192546007337";
"47361.348273";"Engine RPM";"844";"rpm";"42.5093782659409";"-71.4192546007337";
"47361.348273";"Engine RPM x1000";"0.8";"rpm";"42.5093782659409";"-71.4192546007337";
"47361.732273";"Fuel economizer (based on fuel system status and throttle position)";"1";"";"42.5093782659409";"-71.4192546007337";
"47361.732273";"Throttle position";"0";"%";"42.5093782659409";"-71.4192546007337";
"47361.935273";"Calculated boost";"-0.689721387915552";"bar";"42.5093782659409";"-71.4192546007337";
"47361.935273";"Calculated instant fuel rate";"0.258780784889691";"gal./h";"42.5093782659409";"-71.4192546007337";
"47361.935273";"Fuel used";"0.000385257725265954";"gallon";"42.5093782659409";"-71.4192546007337";
"47361.935273";"Fuel used (total)";"0.00271153096864937";"gallon";"42.5093782659409";"-71.4192546007337";
"47361.935273";"Fuel used price";"0.00147295586100932";"$";"42.5093782659409";"-71.4192546007337";
"47361.935273";"Fuel used price (total)";"0.01";"$";"42.5093782659409";"-71.4192546007337";
"47361.935273";"Instant engine power (based on fuel consumption)";"3.83235712848053";"hp";"42.5093782659409";"-71.4192546007337";
"47361.935273";"MAF air flow rate";"2.92";"g/sec";"42.5093782659409";"-71.4192546007337";
"47361.935273";"Power from MAF";"3.504";"hp";"42.5093782659409";"-71.4192546007337";
"47362.115273";"Average speed";"0";"mph";"42.5093782659409";"-71.4192546007337";
"47362.115273";"Distance travelled";"0";"miles";"42.5093782659409";"-71.4192546007337";
"47362.115273";"Distance travelled (total)";"0";"miles";"42.5093782659409";"-71.4192546007337";
"47362.115273";"Vehicle acceleration";"0";"g";"42.5093782659409";"-71.4192546007337";
"47362.115273";"Vehicle speed";"0";"mph";"42.5093782659409";"-71.4192546007337";
"47362.314273";"Engine RPM";"832";"rpm";"42.5093782659409";"-71.4192546007337";
"47362.314273";"Engine RPM x1000";"0.8";"rpm";"42.5093782659409";"-71.4192546007337";
"47362.687273";"Fuel economizer (based on fuel system status and throttle position)";"1";"";"42.5093782659409";"-71.4192546007337";
"47362.687273";"Throttle position";"0";"%";"42.5093782659409";"-71.4192546007337";
"47362.862273";"Calculated boost";"-0.685055109856642";"bar";"42.5093782659409";"-71.4192546007337";
"47362.862273";"Calculated instant fuel rate";"0.258780784889691";"gal./h";"42.5093782659409";"-71.4192546007337";
"47362.862273";"Fuel used";"0.000451859468813926";"gallon";"42.5093782659409";"-71.4192546007337";
"47362.862273";"Fuel used (total)";"0.00277813271219734";"gallon";"42.5093782659409";"-71.4192546007337";
"47362.862273";"Fuel used price";"0.00172759430711628";"$";"42.5093782659409";"-71.4192546007337";
"47362.862273";"Fuel used price (total)";"0.01";"$";"42.5093782659409";"-71.4192546007337";
"47362.862273";"Instant engine power (based on fuel consumption)";"3.83235712848053";"hp";"42.5093782659409";"-71.4192546007337";
"47362.862273";"MAF air flow rate";"2.92";"g/sec";"42.5093782659409";"-71.4192546007337";
"47362.862273";"Power from MAF";"3.504";"hp";"42.5093782659409";"-71.4192546007337";
"47363.045273";"Average speed";"0";"mph";"42.5093782659409";"-71.4192546007337";
"47363.045273";"Distance travelled";"0";"miles";"42.5093782659409";"-71.4192546007337";
"47363.045273";"Distance travelled (total)";"0";"miles";"42.5093782659409";"-71.4192546007337";
"47363.045273";"Vehicle acceleration";"0";"g";"42.5093782659409";"-71.4192546007337";
"47363.045273";"Vehicle speed";"0";"mph";"42.5093782659409";"-71.4192546007337";
"47363.064273";"Altitude (GPS)";"200.279272514931";"feet";"42.5093822752708";"-71.4192527075167";
"47363.235273";"Engine RPM";"828";"rpm";"42.5093822752708";"-71.4192527075167";
"47363.235273";"Engine RPM x1000";"0.8";"rpm";"42.5093822752708";"-71.4192527075167";
"47363.598273";"Fuel economizer (based on fuel system status and throttle position)";"1";"";"42.5093822752708";"-71.4192527075167";
"47363.598273";"Throttle position";"0";"%";"42.5093822752708";"-71.4192527075167";
"47363.776273";"Calculated boost";"-0.677822703105418";"bar";"42.5093822752708";"-71.4192527075167";
"47363.776273";"Calculated instant fuel rate";"0.263211962713145";"gal./h";"42.5093822752708";"-71.4192527075167";
"47363.776273";"Fuel used";"0.000518704773209987";"gallon";"42.5093822752708";"-71.4192527075167";
"47363.776273";"Fuel used (total)";"0.0028449780165934";"gallon";"42.5093822752708";"-71.4192527075167";
"47363.776273";"Fuel used price";"0.00198316395941374";"$";"42.5093822752708";"-71.4192527075167";
"47363.776273";"Fuel used price (total)";"0.01";"$";"42.5093822752708";"-71.4192527075167";
"47363.776273";"Instant engine power (based on fuel consumption)";"3.8979796820504";"hp";"42.5093822752708";"-71.4192527075167";
"47363.776273";"MAF air flow rate";"2.97";"g/sec";"42.5093822752708";"-71.4192527075167";
"47363.776273";"Power from MAF";"3.564";"hp";"42.5093822752708";"-71.4192527075167";
"47363.961273";"Altitude (GPS)";"200.162320310008";"feet";"42.5093834280636";"-71.4192534067107";
"47363.965273";"Average speed";"0";"mph";"42.5093834280636";"-71.4192534067107";
"47363.965273";"Distance travelled";"0";"miles";"42.5093834280636";"-71.4192534067107";
"47363.965273";"Distance travelled (total)";"0";"miles";"42.5093834280636";"-71.4192534067107";
"47363.965273";"Vehicle acceleration";"0";"g";"42.5093834280636";"-71.4192534067107";
"47363.965273";"Vehicle speed";"0";"mph";"42.5093834280636";"-71.4192534067107";
"47364.162273";"Engine RPM";"845";"rpm";"42.5093834280636";"-71.4192534067107";
"47364.162273";"Engine RPM x1000";"0.8";"rpm";"42.5093834280636";"-71.4192534067107";
"47364.532273";"Fuel economizer (based on fuel system status and throttle position)";"0";"";"42.5093834280636";"-71.4192534067107";
"47364.532273";"Throttle position";"1.96078431372549";"%";"42.5093834280636";"-71.4192534067107";
"47364.714273";"Calculated boost";"-0.298345387877398";"bar";"42.5093834280636";"-71.4192534067107";
"47364.714273";"Calculated instant fuel rate";"0";"gal./h";"42.5093834280636";"-71.4192534067107";
"47364.714273";"Fuel used";"0.000518704773209987";"gallon";"42.5093834280636";"-71.4192534067107";
"47364.714273";"Fuel used (total)";"0.0028449780165934";"gallon";"42.5093834280636";"-71.4192534067107";
"47364.714273";"Fuel used price";"0.00198316395941374";"$";"42.5093834280636";"-71.4192534067107";
"47364.714273";"Fuel used price (total)";"0.01";"$";"42.5093834280636";"-71.4192534067107";
"47364.714273";"Instant engine power (based on fuel consumption)";"0";"hp";"42.5093834280636";"-71.4192534067107";
"47364.714273";"MAF air flow rate";"6.46";"g/sec";"42.5093834280636";"-71.4192534067107";
"47364.714273";"Power from MAF";"7.752";"hp";"42.5093834280636";"-71.4192534067107";
"47364.903273";"Average speed";"0";"mph";"42.5093834280636";"-71.4192534067107";
"47364.903273";"Distance travelled";"0";"miles";"42.5093834280636";"-71.4192534067107";
"47364.903273";"Distance travelled (total)";"0";"miles";"42.5093834280636";"-71.4192534067107";
"47364.903273";"Vehicle acceleration";"0";"g";"42.5093834280636";"-71.4192534067107";
"47364.903273";"Vehicle speed";"0";"mph";"42.5093834280636";"-71.4192534067107";
"47365.082273";"Engine RPM";"2144";"rpm";"42.5093834280636";"-71.4192534067107";
"47365.082273";"Engine RPM x1000";"2.1";"rpm";"42.5093834280636";"-71.4192534067107";
"47365.445273";"Fuel economizer (based on fuel system status and throttle position)";"0";"";"42.5093834280636";"-71.4192534067107";
"47365.445273";"Throttle position";"0";"%";"42.5093834280636";"-71.4192534067107";
"47365.622273";"Calculated boost";"-0.858965074406675";"bar";"42.5093834280636";"-71.4192534067107";
"47365.622273";"Calculated instant fuel rate";"0";"gal./h";"42.5093834280636";"-71.4192534067107";
"47365.622273";"Fuel used";"0.000518704773209987";"gallon";"42.5093834280636";"-71.4192534067107";
"47365.622273";"Fuel used (total)";"0.0028449780165934";"gallon";"42.5093834280636";"-71.4192534067107";
"47365.622273";"Fuel used price";"0.00198316395941374";"$";"42.5093834280636";"-71.4192534067107";
"47365.622273";"Fuel used price (total)";"0.01";"$";"42.5093834280636";"-71.4192534067107";
"47365.622273";"Instant engine power (based on fuel consumption)";"0";"hp";"42.5093834280636";"-71.4192534067107";
"47365.622273";"MAF air flow rate";"3.79";"g/sec";"42.5093834280636";"-71.4192534067107";
"47365.622273";"Power from MAF";"4.548";"hp";"42.5093834280636";"-71.4192534067107";
"47365.804273";"Average speed";"0";"mph";"42.5093834280636";"-71.4192534067107";
"47365.804273";"Distance travelled";"0";"miles";"42.5093834280636";"-71.4192534067107";
"47365.804273";"Distance travelled (total)";"0";"miles";"42.5093834280636";"-71.4192534067107";
"47365.804273";"Vehicle acceleration";"0";"g";"42.5093834280636";"-71.4192534067107";
"47365.804273";"Vehicle speed";"0";"mph";"42.5093834280636";"-71.4192534067107";
"47365.988273";"Engine RPM";"1208";"rpm";"42.5093834280636";"-71.4192534067107";
"47365.988273";"Engine RPM x1000";"1.2";"rpm";"42.5093834280636";"-71.4192534067107";
"47366.347273";"Fuel economizer (based on fuel system status and throttle position)";"1";"";"42.5093834280636";"-71.4192534067107";
"47366.347273";"Throttle position";"0";"%";"42.5093834280636";"-71.4192534067107";
"47366.525273";"Calculated boost";"-0.774822649889503";"bar";"42.5093834280636";"-71.4192534067107";
"47366.525273";"Calculated instant fuel rate";"0.292457736347939";"gal./h";"42.5093834280636";"-71.4192534067107";
"47366.525273";"Fuel used";"0.000592052761191234";"gallon";"42.5093834280636";"-71.4192534067107";
"47366.525273";"Fuel used (total)";"0.00291832600457465";"gallon";"42.5093834280636";"-71.4192534067107";
"47366.525273";"Fuel used price";"0.00226359532186244";"$";"42.5093834280636";"-71.4192534067107";
"47366.525273";"Fuel used price (total)";"0.01";"$";"42.5093834280636";"-71.4192534067107";
"47366.525273";"Instant engine power (based on fuel consumption)";"4.33108853561156";"hp";"42.5093834280636";"-71.4192534067107";
"47366.525273";"MAF air flow rate";"3.3";"g/sec";"42.5093834280636";"-71.4192534067107";
"47366.525273";"Power from MAF";"3.96";"hp";"42.5093834280636";"-71.4192534067107";
"47366.703273";"Average speed";"0";"mph";"42.5093834280636";"-71.4192534067107";
"47366.703273";"Distance travelled";"0";"miles";"42.5093834280636";"-71.4192534067107";
"47366.703273";"Distance travelled (total)";"0";"miles";"42.5093834280636";"-71.4192534067107";
"47366.703273";"Vehicle acceleration";"0";"g";"42.5093834280636";"-71.4192534067107";
"47366.703273";"Vehicle speed";"0";"mph";"42.5093834280636";"-71.4192534067107";
"47366.894273";"Engine RPM";"874";"rpm";"42.5093834280636";"-71.4192534067107";
"47366.894273";"Engine RPM x1000";"0.9";"rpm";"42.5093834280636";"-71.4192534067107";
"47366.983273";"Altitude (GPS)";"200.142144871042";"feet";"42.5093866190022";"-71.4192554744897";
"47366.983273";"Average speed (GPS)";"0.0494357919250618";"mph";"42.5093866190022";"-71.4192554744897";
"47366.983273";"Speed (GPS)";"0.0214364657039535";"mph";"42.5093866190022";"-71.4192554744897";
"47367.259273";"Fuel economizer (based on fuel system status and throttle position)";"1";"";"42.5093866190022";"-71.4192554744897";
"47367.259273";"Throttle position";"0";"%";"42.5093866190022";"-71.4192554744897";
"47367.440273";"Calculated boost";"-0.683707392524622";"bar";"42.5093866190022";"-71.4192554744897";
"47367.440273";"Calculated instant fuel rate";"0.272960553924743";"gal./h";"42.5093866190022";"-71.4192554744897";
"47367.440273";"Fuel used";"0.000661420819883784";"gallon";"42.5093866190022";"-71.4192554744897";
"47367.440273";"Fuel used (total)";"0.0029876940632672";"gallon";"42.5093866190022";"-71.4192554744897";
"47367.440273";"Fuel used price";"0.00252881022066167";"$";"42.5093866190022";"-71.4192554744897";
"47367.440273";"Fuel used price (total)";"0.01";"$";"42.5093866190022";"-71.4192554744897";
"47367.440273";"Instant engine power (based on fuel consumption)";"4.04234929990412";"hp";"42.5093866190022";"-71.4192554744897";
"47367.440273";"MAF air flow rate";"3.08";"g/sec";"42.5093866190022";"-71.4192554744897";
"47367.440273";"Power from MAF";"3.696";"hp";"42.5093866190022";"-71.4192554744897";
"47367.633273";"Average speed";"0";"mph";"42.5093866190022";"-71.4192554744897";
"47367.633273";"Distance travelled";"0";"miles";"42.5093866190022";"-71.4192554744897";
"47367.633273";"Distance travelled (total)";"0";"miles";"42.5093866190022";"-71.4192554744897";
"47367.633273";"Vehicle acceleration";"0";"g";"42.5093866190022";"-71.4192554744897";
"47367.633273";"Vehicle speed";"0";"mph";"42.5093866190022";"-71.4192554744897";
"47367.815273";"Engine RPM";"845";"rpm";"42.5093866190022";"-71.4192554744897";
"47367.815273";"Engine RPM x1000";"0.8";"rpm";"42.5093866190022";"-71.4192554744897";
"47367.995273";"Altitude (GPS)";"200.077604932603";"feet";"42.5093861435993";"-71.4192545131086";
"47367.995273";"Average speed (GPS)";"0.0525986303591043";"mph";"42.5093861435993";"-71.4192545131086";
"47367.995273";"Speed (GPS)";"0.110582490542992";"mph";"42.5093861435993";"-71.4192545131086";
"47368.176273";"Fuel economizer (based on fuel system status and throttle position)";"1";"";"42.5093861435993";"-71.4192545131086";
"47368.176273";"Throttle position";"0";"%";"42.5093861435993";"-71.4192545131086";
"47368.358273";"Calculated boost";"-0.684570944581404";"bar";"42.5093861435993";"-71.4192545131086";
"47368.358273";"Calculated instant fuel rate";"0.263211962713145";"gal./h";"42.5093861435993";"-71.4192545131086";
"47368.358273";"Fuel used";"0.000728592441247322";"gallon";"42.5093861435993";"-71.4192545131086";
"47368.358273";"Fuel used (total)";"0.00305486568463073";"gallon";"42.5093861435993";"-71.4192545131086";
"47368.358273";"Fuel used price";"0.00278562748062089";"$";"42.5093861435993";"-71.4192545131086";
"47368.358273";"Fuel used price (total)";"0.01";"$";"42.5093861435993";"-71.4192545131086";
"47368.358273";"Instant engine power (based on fuel consumption)";"3.8979796820504";"hp";"42.5093861435993";"-71.4192545131086";
"47368.358273";"MAF air flow rate";"2.97";"g/sec";"42.5093861435993";"-71.4192545131086";
"47368.358273";"Power from MAF";"3.564";"hp";"42.5093861435993";"-71.4192545131086";
"47368.535273";"Average speed";"0";"mph";"42.5093861435993";"-71.4192545131086";
"47368.535273";"Distance travelled";"0";"miles";"42.5093861435993";"-71.4192545131086";
"47368.535273";"Distance travelled (total)";"0";"miles";"42.5093861435993";"-71.4192545131086";
"47368.535273";"Vehicle acceleration";"0";"g";"42.5093861435993";"-71.4192545131086";
"47368.535273";"Vehicle speed";"0";"mph";"42.5093861435993";"-71.4192545131086";
"47368.717273";"Engine RPM";"839";"rpm";"42.5093861435993";"-71.4192545131086";
"47368.717273";"Engine RPM x1000";"0.8";"rpm";"42.5093861435993";"-71.4192545131086";
"47368.994273";"Average speed (GPS)";"0.0560043024864806";"mph";"42.5093875378897";"-71.4192519417163";
"47368.994273";"Speed (GPS)";"0.122615389275557";"mph";"42.5093875378897";"-71.4192519417163";
"47368.995273";"Altitude (GPS)";"199.996533947658";"feet";"42.5093875378897";"-71.4192519417163";
"47369.091273";"Fuel economizer (based on fuel system status and throttle position)";"1";"";"42.5093875378897";"-71.4192519417163";
"47369.091273";"Throttle position";"0";"%";"42.5093875378897";"-71.4192519417163";
"47369.271273";"Calculated boost";"-0.675532972939164";"bar";"42.5093875378897";"-71.4192519417163";
"47369.271273";"Calculated instant fuel rate";"0.268529376101289";"gal./h";"42.5093875378897";"-71.4192519417163";
"47369.271273";"Fuel used";"0.000796671270985777";"gallon";"42.5093875378897";"-71.4192519417163";
"47369.271273";"Fuel used (total)";"0.00312294451436919";"gallon";"42.5093875378897";"-71.4192519417163";
"47369.271273";"Fuel used price";"0.00304591327035992";"$";"42.5093875378897";"-71.4192519417163";
"47369.271273";"Fuel used price (total)";"0.01";"$";"42.5093875378897";"-71.4192519417163";
"47369.271273";"Instant engine power (based on fuel consumption)";"3.97672674633425";"hp";"42.5093875378897";"-71.4192519417163";
"47369.271273";"MAF air flow rate";"3.03";"g/sec";"42.5093875378897";"-71.4192519417163";
"47369.271273";"Power from MAF";"3.636";"hp";"42.5093875378897";"-71.4192519417163";
"47369.449273";"Average speed";"0";"mph";"42.5093875378897";"-71.4192519417163";
"47369.449273";"Distance travelled";"0";"miles";"42.5093875378897";"-71.4192519417163";
"47369.449273";"Distance travelled (total)";"0";"miles";"42.5093875378897";"-71.4192519417163";
"47369.449273";"Vehicle acceleration";"0";"g";"42.5093875378897";"-71.4192519417163";
"47369.449273";"Vehicle speed";"0";"mph";"42.5093875378897";"-71.4192519417163";
"47369.629273";"Engine RPM";"836";"rpm";"42.5093875378897";"-71.4192519417163";
"47369.629273";"Engine RPM x1000";"0.8";"rpm";"42.5093875378897";"-71.4192519417163";
"47370.002273";"Altitude (GPS)";"200.003603315663";"feet";"42.5093875780039";"-71.4192519142442";
"47370.002273";"Average speed (GPS)";"0.0533873984156185";"mph";"42.5093875780039";"-71.4192519142442";
"47370.002273";"Speed (GPS)";"0";"mph";"42.5093875780039";"-71.4192519142442";
"47370.003273";"Fuel economizer (based on fuel system status and throttle position)";"1";"";"42.5093875780039";"-71.4192519142442";
"47370.003273";"Throttle position";"0";"%";"42.5093875780039";"-71.4192519142442";
"47370.199273";"Calculated boost";"-0.681032533697711";"bar";"42.5093875780039";"-71.4192519142442";
"47370.199273";"Calculated instant fuel rate";"0.263211962713145";"gal./h";"42.5093875780039";"-71.4192519142442";
"47370.199273";"Fuel used";"0.000864526161226211";"gallon";"42.5093875780039";"-71.4192519142442";
"47370.199273";"Fuel used (total)";"0.00319079940460962";"gallon";"42.5093875780039";"-71.4192519142442";
"47370.199273";"Fuel used price";"0.00330534287221617";"$";"42.5093875780039";"-71.4192519142442";
"47370.199273";"Fuel used price (total)";"0.01";"$";"42.5093875780039";"-71.4192519142442";
"47370.199273";"Instant engine power (based on fuel consumption)";"3.8979796820504";"hp";"42.5093875780039";"-71.4192519142442";
"47370.199273";"MAF air flow rate";"2.97";"g/sec";"42.5093875780039";"-71.4192519142442";
"47370.199273";"Power from MAF";"3.564";"hp";"42.5093875780039";"-71.4192519142442";
"47370.389273";"Average speed";"0";"mph";"42.5093875780039";"-71.4192519142442";
"47370.389273";"Distance travelled";"0";"miles";"42.5093875780039";"-71.4192519142442";
"47370.389273";"Distance travelled (total)";"0";"miles";"42.5093875780039";"-71.4192519142442";
"47370.389273";"Vehicle acceleration";"0";"g";"42.5093875780039";"-71.4192519142442";
"47370.389273";"Vehicle speed";"0";"mph";"42.5093875780039";"-71.4192519142442";
"47370.576273";"Engine RPM";"844";"rpm";"42.5093875780039";"-71.4192519142442";
"47370.576273";"Engine RPM x1000";"0.8";"rpm";"42.5093875780039";"-71.4192519142442";
"47370.934273";"Fuel economizer (based on fuel system status and throttle position)";"1";"";"42.5093875780039";"-71.4192519142442";
